text,occurrence,label
Mrs. Jefferies,1,Omission
Mozart',1,Omission
relatives and friends,1,Omission
"Stone, Mrs.",1,Omission
Rusk,1,Omission
Burn,1,Omission
Man Using a Knife to Tap a Rubber Tree,1,Omission
Wemyss,1,Omission
"The Ferretti family sired military engineers, marine soldiers - Ancona being a base against the Turks - papal diplomatists, a Saint, and a Pope",1,Omission
Bartlet,1,Omission
Mrs Mc[Donald,1,Omission
women in Uzbek costume,1,Omission
Major Milne,1,Omission
Young Khonds,1,Omission
Duke of Alençon,1,Omission
an older woman feeds cats,1,Omission
Einstein,1,Omission
Michotte,1,Omission
"son of a map engraver and bookseller, Thomas Conder",1,Omission
Lord Haughton,1,Omission
Mr. Nobbs,1,Omission
unknown writer,1,Omission
Matisse,1,Omission
"daughter of Colin James MacKenzie WS., JP.,",1,Omission
Kesting,1,Omission
men standing in a row,1,Omission
people at a market in Africa,1,Omission
members of staff and research students,1,Omission
Hoist,1,Omission
"He also purchased his home at Whitehouse Terrace, Edinburgh, where he was to live for many years, and was admitted as a Minister of the Church of Scotland",1,Omission
Ulrich,1,Omission
Boyd,1,Omission
Mill,1,Omission
Professor Gray,1,Omission
Woman Owner,1,Omission
short course students,1,Omission
"Gueltig, Herr",1,Omission
Man Outside a House,1,Omission
his sister,1,Omission
the son,1,Omission
The admiral's daughter,1,Omission
Susan Binnie Anderson,1,Omission
Bosanquet,1,Omission
men and boys on polo ponies,1,Omission
A Zulu Family,1,Omission
Copies of research materials relating to Waddington's work,1,Omission
Barkin,1,Omission
"Silver, [Dr];",1,Omission
"Letters from friends and colleagues, received by John Baillie and his wife during his final illness.",1,Omission
two cowboys on horses,1,Omission
Bronk,1,Omission
two sheep herders,1,Omission
in a sheep pen with one man trying to get them to stand in a row while another man helps,1,Omission
a man and woman riding double,1,Omission
Elisabeth,1,Omission
Arab Woman,1,Omission
Rilie,1,Omission
Bhutias,1,Omission
Competitor,1,Omission
Major Haliburton,1,Omission
Clausius,1,Omission
group of Somali warriors,1,Omission
groups of men,1,Omission
Carruthers,1,Omission
a group of Egyptians,1,Omission
The boy with the wide white collar,1,Omission
a crowd of Indian men and boys,1,Omission
men tapping twelve year old rubber trees,1,Omission
General Vandamme,1,Omission
Goldbliths,1,Omission
daughter of John Holmes,1,Omission
Remnants of Southern Australian Aborigines,1,Omission
a workman,1,Omission
Whiteman,1,Omission
a carriage driven by a man with another man sitting in the back,1,Omission
Peggs,1,Omission
Eaglesham,1,Omission
an Indian girl sitting on the ground,1,Omission
Ptolemy,1,Omission
"Sarfatti, [Dr",1,Omission
The Thirteen Sole Survivors of the Second Grenadier Guards,1,Omission
"arron, [Dr]",1,Omission
"Thirteen-Year-Old Girl as ""Trainer""",1,Omission
group photo Union men's dinner,1,Omission
"two unidentified people, Westerners",1,Omission
Mrs W. Astor,1,Omission
"Yevonde, Madame",1,Omission
Mrs Rylands,1,Omission
men in a building,1,Omission
Simpson,1,Omission
"Robert's son, Richard Holmes Laurie, succeeded him",1,Omission
Prince Reuss,1,Omission
Braithwaite,1,Omission
young woman,1,Omission
bishop of Worchester (Worcester),1,Omission
Helzinger,1,Omission
Dr. Eggleton,1,Omission
Ching Fon Pun,1,Omission
Man with a Donkey,1,Omission
two men in front of a barn,1,Omission
Debussy,1,Omission
Professor Green,1,Omission
Akbar,1,Omission
Pieron,1,Omission
"an Arab woman wearing a hijab, niquab and chadour",1,Omission
Lodovick Duke of Levene,1,Omission
Marquis of Lothian,1,Omission
five Kabulese men [soldiers] in traditional dress,1,Omission
Baron o' Buchlyvie,1,Omission
Shelley,1,Omission
"daughter of Lord George Home of Wodderburne,",1,Omission
Jameson',1,Omission
two men standing next to a water lift,1,Omission
"The son of a veterinary surgeon,",1,Omission
Women Gathering Flowers in Poppy Field,1,Omission
Lord Falmouth,1,Omission
"a group of Bhurji [Bharbhunja] men, women and children",1,Omission
two Egyptian men,1,Omission
Lord Crewe,1,Omission
McKenna,1,Omission
a man standing behind its head,1,Omission
"He was the youngest son of Capt. Alexander Geddes,",1,Omission
Goethe,1,Omission
Striker family,1,Omission
Dolores,1,Omission
Macneill,1,Omission
Liszt,1,Omission
Bernhardt,1,Omission
Watts,1,Omission
Captain Seymour,1,Omission
Japanese scientists,1,Omission
Dr Blount,1,Omission
Caridroit,1,Omission
Ould,1,Omission
and an assistant,1,Omission
two men holding a rifle,1,Omission
Inspektor Walker,1,Omission
Chrystal's son,1,Omission
Adam,1,Omission
Mr Walford,1,Omission
"Linlithgow, Lord",1,Omission
a man standing next to him,1,Omission
Monda [Munda] Women,1,Omission
Messrs. Ross and Glendining,1,Omission
"His eldest son, John Morrison, succeeded to the viscountcy",1,Omission
Rosetti,1,Omission
men in a street,1,Omission
a snake charmer in India,1,Omission
the Head Girl,1,Omission
daughter of Dr Andrew Balfour,1,Omission
Young,1,Omission
Earl Ferrars,1,Omission
"Longmore, [Prof]",1,Omission
Miss Ormond,1,Omission
Mongolian Foster Mother,1,Omission
Apache Indians,1,Omission
a man riding a white horse at a walk,1,Omission
king,1,Omission
Wootton,1,Omission
Hallman,1,Omission
men in a field,1,Omission
Broadbent,1,Omission
Acrobats,1,Omission
a few soldiers,1,Omission
the Duke of Montrose,1,Omission
Madame Debray,1,Omission
a little Indian boy,1,Omission
a man sitting in a buggy,1,Omission
He was the son of a Clydeside boilermaker,1,Omission
"Hessel, Dr.",1,Omission
a group of girls sitting in a courtyard,1,Omission
two unidentified men in Home Guard uniform,1,Omission
Ajo,1,Omission
Pickford,1,Omission
an ex-soldier with a wooden leg,1,Omission
Newton,1,Omission
son of Earl of Crawford,1,Omission
Henna,1,Omission
French Minister of Finance,1,Omission
"Pallavicini, Countess",1,Omission
Commoner,1,Omission
Kemp,1,Omission
"the Earl of Wigtown,",1,Omission
Snake Charmer,1,Omission
Goat Keepers Near Eagle Pass,1,Omission
associates,1,Omission
Lawn,1,Omission
Prisoners of War,1,Omission
men and women planting lettuce,1,Omission
Miss Taylor,1,Omission
Mrs. Chrystal,1,Omission
Scheffler,1,Omission
Vass,1,Omission
Mrs. Townshend,1,Omission
his father worked as an engineer,1,Omission
"son of William Duncan Knowles B.A.,",1,Omission
Sister,1,Omission
Galton,1,Omission
Miss Morton,1,Omission
Darwin,1,Omission
Mr Megaw,1,Omission
a street hawker selling strainers,1,Omission
Imperial Baron Booth,1,Omission
several cattle herders,1,Omission
"Benedikt, Dr",1,Omission
correspondee,1,Omission
"Dangerfield, [Mrs]",1,Omission
Rollie,1,Omission
"he had his sons John, Donald Macpherson and Peter",1,Omission
"His father, Cecil Jackson Squire Sprigge",1,Omission
two men 'winnowing wheat,1,Omission
Calman- Levy,1,Omission
Kierkegaard,1,Omission
Women Filling Water Jars,1,Omission
"a guide, an arriero,",1,Omission
Mrs Grundy,1,Omission
group photo Union women's dinner,1,Omission
several men standing next to a windmill,1,Omission
King of England,1,Omission
muses and other friends,1,Omission
Beardsworth,1,Omission
two Zulu women,1,Omission
Kretschmer,1,Omission
Harman,1,Omission
a man standing next to a Mimusops globosa tree,1,Omission
Etherington,1,Omission
"son of an orchestral musician, teacher and conductor",1,Omission
jocky,1,Omission
Leaders,1,Omission
Green candidate,1,Omission
a man carrying a milk cannister,1,Omission
"Bartlett, [Prof]",1,Omission
a four person department,1,Omission
Mr Adai,1,Omission
a small group of 'Belgian soldiers,1,Omission
O'Leary,1,Omission
spectators listen,1,Omission
a student from Edinburgh,1,Omission
"D'Arcy, Father",1,Omission
men with camels,1,Omission
third wife,1,Omission
group of Burmese women,1,Omission
another man smoking a cigarette,1,Omission
Southern Australian Aborigines,1,Omission
Women of Khandesh,1,Omission
and daughter,1,Omission
Pratt,1,Omission
his sister-in-law,1,Omission
"son of Alexander Monro, primus (1697-1767),",1,Omission
Kauffman,1,Omission
an Aboriginal Tribe in Tributary Orissa,1,Omission
policeman and horse jump competitor,1,Omission
Booth-Clibborn,1,Omission
"George, Marquis of Tweedale",1,Omission
members of the nobility,1,Omission
Mclaren,1,Omission
three German spies,1,Omission
an injured policeman,1,Omission
Chepmell,1,Omission
Man in Africa,1,Omission
a man walking by,1,Omission
Lord Gregory,1,Omission
Rushforth,1,Omission
"John, 4th Lord Maxwell",1,Omission
Our Guide,1,Omission
"Pippard, [Dr]",1,Omission
Men Farming in Africa,1,Omission
impressive marriage,1,Omission
a wealthy heiress,1,Omission
Osmond,1,Omission
Vijayatunga,1,Omission
Lieutenant Wilke,1,Omission
group farmers,1,Omission
"Duncan-Jones, [Prof]",1,Omission
Lloyd George,1,Omission
"Huxley, Dr.",1,Omission
Avicenna,1,Omission
son of the Rev. Dr. William Logie (Senior),1,Omission
the daughter of Sir Patrick Hume,1,Omission
Sir William Jackson Hooker (1785-1865) - father of Joseph Dalton Hooker - and Thomas Taylor,1,Omission
Altmaier,1,Omission
"two unidentified females, possibly Vera Greenwood and Josephine Peace",1,Omission
spectators,1,Omission
statues of men pushing and pulling cattle,1,Omission
He was the son of Robert Baillie of Jerviswood,1,Omission
staff at the Poultry Research Centre,1,Omission
a cattle herder crouching,1,Omission
a gaucho,1,Omission
The students,1,Omission
Pfaundler family,1,Omission
Princes,1,Omission
"Kelvin, Lord",1,Omission
Strachey family,1,Omission
Suffragette,1,Omission
Fisher's,1,Omission
Hoy,1,Omission
Raymond,1,Omission
Todas,1,Omission
Two Indian men,1,Omission
two unidentified people,1,Omission
two people spinning,1,Omission
various Kennedy siblings,1,Omission
Medals and Honours awarded to Sir George Taylor,1,Omission
Mr Hardie,1,Omission
Locker,1,Omission
a man at a horse show,1,Omission
Mrs M'Kinnon,1,Omission
the Earl Marshal,1,Omission
Marquis of Londonderry,1,Omission
a man standing on the right,1,Omission
'pasi' (toddy-collectors),1,Omission
Goorkhas [Gurkhas] in Camp,1,Omission
General Wade,1,Omission
Romanoff,1,Omission
became married,1,Omission
son of Alexander Carmichael,1,Omission
the daughter of singer David Kennedy (1825-1886).,1,Omission
group of Khond men,1,Omission
Beisson,1,Omission
Professor Kendall,1,Omission
Mrs. G. Robinson,1,Omission
Man with Baby Next to Supply Wagon,1,Omission
"the Duke of Hamilton,",1,Omission
One,1,Omission
Marquise of Vervins,1,Omission
unnamed French officer,1,Omission
Man Posing with a Hoe in a Fores,1,Omission
a young boy in a white smock,1,Omission
H[is] H[ighness] the Khedive,1,Omission
a man and woman looking at eggs,1,Omission
listing staff,1,Omission
Brassey,1,Omission
Prof. Burt,1,Omission
Devlin,1,Omission
a man standing near them and a woman and child in the background,1,Omission
Thaelmann,1,Omission
Brett,1,Omission
Chinese Tapper at Work,1,Omission
"Fletcher, [Dr]",1,Omission
"Parker- Rhodes, [Dr]",1,Omission
Mrs. Jakob,1,Omission
Mrs. James Napier,1,Omission
Dr. Schaerf,1,Omission
Hixon,1,Omission
female figure,1,Omission
Marshall,1,Omission
Catherine,1,Omission
Bishop of St Andrews,1,Omission
writer's father,1,Omission
a group of men and women,1,Omission
Condillac,1,Omission
Zulu Women Stamping Mealies,1,Omission
Professor of Divinity,1,Omission
Two Men,1,Omission
Indians from the Village of Suchiblan,1,Omission
Olga,1,Omission
"a man, a hill coolie",1,Omission
more distant relatives,1,Omission
My Dearest Mother,1,Omission
girl graduates,1,Omission
Lord Lovat,1,Omission
Lytton,1,Omission
"2 family trees of the Baillie family, giving the descendants of Rev John Baillie of Gairloch and of his brother, Peter",1,Omission
Dr. Haas,1,Omission
"Pratt,",1,Omission
another Egyptian woman,1,Omission
James Lord Hay,1,Omission
Norton-Taylor,1,Omission
Trench,1,Omission
two Rhodesian children,1,Omission
Burmese Hairy Family,1,Omission
a Tamil man,1,Omission
son of the 4th Duke of Buccleuch,1,Omission
a man saree [Sari],1,Omission
Professor and Mrs Morley Jull,1,Omission
Nabokov,1,Omission
son of the Rev. Dr. William Logie (Junior),1,Omission
Woman Feeding Chickens,1,Omission
the family,1,Omission
Shackelton,1,Omission
son of Alexander Carmichae,1,Omission
Right Hon. Lord Craigton,1,Omission
Fairbairn,1,Omission
Tarnapol,1,Omission
Moravia,1,Omission
by various individuals,1,Omission
Newth,1,Omission
Tod,1,Omission
Lieutenant Bardwell,1,Omission
a man in [India],1,Omission
Hsuan-tsung Emperor,1,Omission
"Aneer,",1,Omission
Heinz,1,Omission
Vojtiskova,1,Omission
Mr Gordon,1,Omission
Levine,1,Omission
two Southern Australian Aborigine men,1,Omission
Ledermann's father,1,Omission
immediate family,1,Omission
"the son of Alexander Logie, a Kirkwall merchant",1,Omission
child,1,Omission
Mr. Montgomery,1,Omission
Napier,1,Omission
two Egyptian women,1,Omission
Shakspere,1,Omission
Archbishop of Dublin,1,Omission
collection of material relating to life at University for Alan Owen and Anne Hyslop Gemmell,1,Omission
Mr. Brett,1,Omission
Mr Cox,1,Omission
Landlock,1,Omission
Thomas Lord of Littleborough,1,Omission
"Post Runners, India",1,Omission
McWilliams,1,Omission
group of thugs,1,Omission
a family in a horse drawn wagon,1,Omission
son of novelist and poet Naomi M. Mitchison (1897-1999).,1,Omission
an ex-soldier,1,Omission
Queen,1,Omission
Sukhatme,1,Omission
Chandos,1,Omission
"Koestler, Henrikne",1,Omission
the Kennedy family of Kilmarnock which included Thomas Kennedy,1,Omission
"His father, Cecil Jackson Squire Sprigge (1896-1959), was the chief correspondent for Reuters in Italy between 1943 and 1953.",1,Omission
Chalmers,1,Omission
Landseer,1,Omission
Wolfgang,1,Omission
"Samuel, Lord",1,Omission
two men standing on the lefthand side,1,Omission
a man holding a British Union Jack flag,1,Omission
Monsieur Pidange,1,Omission
daughter of Thomas Coats,1,Omission
the President,1,Omission
colleague,1,Omission
two younger children,1,Omission
His Sons,1,Omission
spectators in the grandstand,1,Omission
Raikov,1,Omission
An Indian Lookout,1,Omission
(Irma O'Connor was the daughter of Edward Jerningham Wakefield,1,Omission
Professor Murray-Lyon,1,Omission
Rayfield,1,Omission
a man leading a Belgian Gelding horse,1,Omission
Maxime,1,Omission
a goat herder in the backgroun,1,Omission
Mr Edward,1,Omission
Principal Campbell,1,Omission
Mr Tweedie - Symington,1,Omission
put forward by a group of prominent Scotsmen,1,Omission
men using work cattle to plough a field,1,Omission
a kneeling man,1,Omission
Mrs. Maclolm,1,Omission
Woman Hater,1,Omission
Reverend Ainslie,1,Omission
Mr Evans,1,Omission
Bingham,1,Omission
"Hayter, Lord",1,Omission
Tying by One Man,1,Omission
group of five Kabulese men,1,Omission
a group of men standing in a road,1,Omission
"From 1994 to 1996 she held a Professorship at Ernst Moritz Arndt University of Greifswald (the Caspar-David-Friedrich-Institut) in Mecklenburg-Vorpommern, northern Germany. From 1965, Quevedo exhibited widely in Germany (in Berlin, Chemnitz, Schwerin, Rostock, and Wittenberg) and in 1971 she held an exhibition in Montevideo, Uruguay.",1,Omission
other collaborators.,1,Omission
von Pahlen,1,Omission
"Debray, Madame",1,Omission
Heiress to Many Millions To Wed To-Day,1,Omission
group of African Zulu tribeswomen,1,Omission
McDougall,1,Omission
a Spanish-Sicilian mother,1,Omission
Khonds,1,Omission
Water Carriers at the Public Fountain,1,Omission
Chisholm,1,Omission
Dyson,1,Omission
"Bourret,",1,Omission
son of Willem van de Velde the Elder,1,Omission
Mrs Sharp,1,Omission
Professor Robison,1,Omission
Richards,1,Omission
Fischer,1,Omission
Ranjan,1,Omission
a young dark-haired woman,1,Omission
Marshall Davoust,1,Omission
Duc de la Rochefoucauld,1,Omission
My Dearest Mim,1,Omission
his own parents,1,Omission
Pat,1,Omission
men of the Shanghai Patrol,1,Omission
several men work in the field,1,Omission
cowboys on horseback,1,Omission
Principal Martin,1,Omission
Mr. Bates,1,Omission
a woman in traditional dress,1,Omission
Camel-Soldiers,1,Omission
General Reid,1,Omission
"Mondadori,",1,Omission
a surgeon,1,Omission
three Tibetan women,1,Omission
"Levene, [Dr]",1,Omission
Matabele Youngsters,1,Omission
Annie T. Altschul,1,Omission
'Louise' - and hopefully further research will identify her,1,Omission
a fruit seller,1,Omission
"Buxton, [Lord]",1,Omission
Doctor Hope,1,Omission
couple of children,1,Omission
a group of men and a woman standing around a camp fire,1,Omission
Dr. Saunders,1,Omission
a man behind it,1,Omission
a man standing next to a field of barley wheat,1,Omission
Anelli,1,Omission
member of the Baillie family,1,Omission
Arbib,1,Omission
scientific colleagues,1,Omission
Muslims Praying at the Jama Masjid,1,Omission
Bogdandy,1,Omission
a small girl,1,Omission
Earl of Mar and Kellie,1,Omission
Charlot,1,Omission
Pezzard,1,Omission
Sir Uchtred,1,Omission
Martin,1,Omission
Madison [University of Wisconsin] Students,1,Omission
a cattle herder,1,Omission
a seated man,1,Omission
a group of Matabele [Northern Ndebele] people,1,Omission
Professor Oakeley,1,Omission
group of Afridi men,1,Omission
Namabetcha,1,Omission
four unidentified men,1,Omission
Youth of Krishna,1,Omission
Penfield,1,Omission
Mr Dalzel,1,Omission
Koestler:,1,Omission
Flügel and his wife,1,Omission
son of Donald Macdonald,1,Omission
Bartlett',1,Omission
two Marwaree women,1,Omission
One Man,1,Omission
"his wife,",1,Omission
Fraulein Fraser,1,Omission
a man smoking a pipe,1,Omission
Spratt,1,Omission
Appleton,1,Omission
Dr. Heller,1,Omission
Ng,1,Omission
the son of a brewer.,1,Omission
Man-eaters,1,Omission
a son of Willem van de Velde the Elder,1,Omission
an Argentinian family,1,Omission
Mr. Tay,1,Omission
Glaser,1,Omission
Dr Kaufman,1,Omission
Young ladies of the Kenya YWCA,1,Omission
Hamilton,1,Omission
A Guardsman's Crash,1,Omission
Katie,1,Omission
daughter of James Burr,1,Omission
"Jacobi,",1,Omission
Lady Loder,1,Omission
Lord Balcarres,1,Omission
Aunt Gertrude,1,Omission
two men standing on the terrace,1,Omission
Laird of Glengarry,1,Omission
"Skardon"", Major",1,Omission
Pols,1,Omission
"toddy-collector, in a palm tree next to water",1,Omission
Druidic Celebration of a Mystic Rite,1,Omission
"Gaulle, General de",1,Omission
Mrs Kennedy-Frase,1,Omission
Lord Iddesleigh,1,Omission
scientists,1,Omission
Schumacher,1,Omission
Khedive,1,Omission
Pretty Equestrienne,1,Omission
Toulmin,1,Omission
a friend,1,Omission
a seated Indian man,1,Omission
"His father, the founder of the practice, was Thomas Aitken Dollar (1833-1909).",1,Omission
a man using a machine,1,Omission
two men standing in front of one of the large Cypress trees,1,Omission
Pan women,1,Omission
a group of men in the background,1,Omission
African Tribesman [Zulu?],1,Omission
a man holding the reins,1,Omission
their owners and the judges,1,Omission
African Child,1,Omission
Zulu Women,1,Omission
two Yeomen,1,Omission
A Leper,1,Omission
Dr. Hunter,1,Omission
Two,1,Omission
Settlers,1,Omission
a row of young girls,1,Omission
Sirlin,1,Omission
father and uncles,1,Omission
thomson,1,Omission
A Khond youth,1,Omission
The teacher,1,Omission
Jabotinsky,1,Omission
a group of young men lined up on a dock,1,Omission
et all,1,Omission
a cowboy on a horse,1,Omission
Brennan,1,Omission
Saxby,1,Omission
the farmer's wife,1,Omission
Lords of Council and Session,1,Omission
African men,1,Omission
son of George William Holtzapffel,1,Omission
King of Burma,1,Omission
Hindu Priest,1,Omission
"a young, unidentified girl",1,Omission
Mrs. M S Zabel,1,Omission
group of four men,1,Omission
"Jaros, [Dr]",1,Omission
son of Johann Sebastian Bach,1,Omission
"Sudy, Mrs. Egon",1,Omission
Janet ('Vera') Crockett was Alan Greenwood's first wife.,1,Omission
"contemporaries, colleagues, friends, and former students including",1,Omission
Muller,1,Omission
Ridpath,1,Omission
three Indian lascars (sailors or militia men),1,Omission
some men havesting wheat,1,Omission
Dr. Walmsley,1,Omission
Egyptian Men on a Porch,1,Omission
"Material around the Edinburgh University student history of Alan Owen MA., Dip.Ed., B.Ed",1,Omission
Mrs Pearce,1,Omission
"Bailey, [Mrs]",1,Omission
The Arab at Prayer,1,Omission
a shepherd who is sitting in a woodland field,1,Omission
Gulland,1,Omission
Argentine Family,1,Omission
Indian from the Mountains,1,Omission
Clemenceau's chauffeur,1,Omission
David H. Stam was married,1,Omission
some men walking and some men riding an elephant,1,Omission
Husbandman Going To Field,1,Omission
four Rajputs,1,Omission
two men 'looking for modules',1,Omission
a few people,1,Omission
Mr. Padget,1,Omission
Degoumois,1,Omission
Geleitwort /von Prof.,1,Omission
"Edman, Professor",1,Omission
Capt Nairne,1,Omission
second daughter of the late Samuel Wauchope,1,Omission
three [Indian?] men,1,Omission
Wife of,1,Omission
Sir John Smith Flett,1,Omission
Mabbot,1,Omission
Franco,1,Omission
"The Ferretti family sired military engineers, marine soldiers",1,Omission
Mouillesseau,1,Omission
"Schmidt,",1,Omission
Messrs. Sauer,1,Omission
men using a cattle dipper,1,Omission
three caddys watch,1,Omission
two men standing in the water,1,Omission
Laing,1,Omission
Soldier Students,1,Omission
"a group of eight men, settlers",1,Omission
Wolff's,1,Omission
the woman's brother,1,Omission
Bocher,1,Omission
Thaithing,1,Omission
Montal,1,Omission
six Parsee women posing together in traditional dress,1,Omission
a group of men in uniform,1,Omission
"Redslob, Prof.",1,Omission
two [Egyptian?] men,1,Omission
henderson,1,Omission
"Waldeck, Countess",1,Omission
an Indian man using a karah,1,Omission
Milkman in Buenos Aires,1,Omission
Norris,1,Omission
Mackenzie's mother,1,Omission
Uzbek men,1,Omission
Greens,1,Omission
man sitting beneath one of its front legs,1,Omission
group of Indians,1,Omission
men standing with their Clydesdale horses,1,Omission
a cattle herder sitting next to it,1,Omission
Booker,1,Omission
three firefighters,1,Omission
Viscount Molsworth,1,Omission
Yucatacos [Yucatecos],1,Omission
a young African child in traditional dress,1,Omission
David H. Stam was married.,1,Omission
his first wife,1,Omission
"Gellhorn, [Professor]",1,Omission
Dr. Huber,1,Omission
Tonegutti,1,Omission
Dr. Dennison,1,Omission
"group of Tehuantepequenas, or indigenous Mexican women",1,Omission
he Provost of Edinburgh,1,Omission
held on a lead by a man,1,Omission
Giles' son,1,Omission
Junck,1,Omission
Zulu Family,1,Omission
Berenice,1,Omission
Ord,1,Omission
three Indian fuel dryers,1,Omission
Mr. Brown,1,Omission
a woman pouring grain from a bowl into a basket,1,Omission
"five female Jung [Juangs], 'Leaf-Wearers',",1,Omission
six men standing next to a stack of bags of mealies,1,Omission
'a druidic sacrifice of prisoners of war' showing several robed druids standing in front of a large wicker man structure with people inside as it burns,1,Omission
Vaudrin,1,Omission
Fowler,1,Omission
a leper,1,Omission
and wife,1,Omission
Mr. Adeane,1,Omission
Four women,1,Omission
Vice Emir of Bokhara [Bukhara],1,Omission
Professor Hobbs,1,Omission
son of a handloom weaver,1,Omission
Hamilton family,1,Omission
Young Mashonas,1,Omission
a cowboy riding a bucking Texas broncho,1,Omission
Young's Manager,1,Omission
Loveday,1,Omission
Mr. Lumisden,1,Omission
men stacking hay,1,Omission
womwn in nursing wea,1,Omission
Gumpert,1,Omission
Father Allan's Housekeeper',1,Omission
workmen,1,Omission
group of Juangs,1,Omission
Raeburn,1,Omission
Lumsden,1,Omission
One person,1,Omission
Baby,1,Omission
daughter to umquhile William Lylle of Bassenden,1,Omission
Tylor,1,Omission
One man,1,Omission
Prosch,1,Omission
The Wedding of Shon Maclean,1,Omission
"Fremont-Smith,",1,Omission
Coolies Carrying Leaf Manure,1,Omission
the son of a Clydeside boilermaker,1,Omission
Erigena,1,Omission
"Aga Khan, Begum of",1,Omission
Their son James (Dr. James D. Macgregor) became a doctor,1,Omission
of a duke,1,Omission
men standing watching them,1,Omission
Geissler's son,1,Omission
other individuals,1,Omission
Leo,1,Omission
"daughter of Colonel Sir Thomas Francis Fremantle, 3rd Baron Cottesloe",1,Omission
three men in front of a stone barn,1,Omission
Hill Folk,1,Omission
Mr. Trope,1,Omission
Men Harvesting Wheat in Egypt,1,Omission
men excavating a water tank,1,Omission
a man and woman watch,1,Omission
son of Adam Black,1,Omission
relating to the attendence of John Baillie and his wife at the coronation of Elizabeth II,1,Omission
his Majesty,1,Omission
Ballard,1,Omission
three men and a woman,1,Omission
"Polyani, Professor",1,Omission
Polya,1,Omission
people watching cattle,1,Omission
a Bateke Chief,1,Omission
Kafka,1,Omission
two men golfing,1,Omission
the Earl of Strathmore,1,Omission
a group of people eating lunch outdoors,1,Omission
Karski,1,Omission
his third wife,1,Omission
Davenport,1,Omission
Mr Pilon,1,Omission
individual authors,1,Omission
"a group of Khond men, women and children",1,Omission
grandmother,1,Omission
"The Ferretti family of Ancona, on the Adriatic, came from Germany in the 14th century. They were men-at-arms",1,Omission
Russian Czar,1,Omission
Mr. Grigg,1,Omission
Edward,1,Omission
a woman standing in front of some young vines,1,Omission
Dr. Kirby,1,Omission
Duke of Buccleuch,1,Omission
Queensberry,1,Omission
group of women from the Pan tribe,1,Omission
Nicholas,1,Omission
Nomads,1,Omission
1000 Children Assembled for [B?]all,1,Omission
Eugene,1,Omission
four men standing in front of it,1,Omission
Smith,1,Omission
Dr. Alderson,1,Omission
young Matabele [Ndebele] man,1,Omission
unknown botanist collector,1,Omission
Michelbauer,1,Omission
the King of Thailand,1,Omission
a colleague of his,1,Omission
Jens,1,Omission
unidentified woman,1,Omission
Przibram,1,Omission
Morgan,1,Omission
"He also purchased his home at Whitehouse Terrace, Edinburgh, where he was to live for many years",1,Omission
Parosse natives,1,Omission
Robinson,1,Omission
one person,1,Omission
"Smithers, [Prof]",1,Omission
Two Children with a Goat Cart,1,Omission
Swan,1,Omission
the small sons,1,Omission
the judges,1,Omission
Jerome,1,Omission
daughter of Calvert Toulmin,1,Omission
a cowboy riding a rearing broncho horse,1,Omission
two cowboys,1,Omission
"son of Alexander Falconer Giles,",1,Omission
"Lord Mordington,",1,Omission
Croizet,1,Omission
Stewart,1,Omission
Hartz,1,Omission
"Gaskell, Mrs",1,Omission
An Arab Woman,1,Omission
Dr. Coggan,1,Omission
Gillespie,1,Omission
Laski,1,Omission
a group of Mashona men,1,Omission
Essenin,1,Omission
M.M.M.,1,Omission
Patsy,1,Omission
Nettie,1,Omission
grand-daughter of Cecil Baring,1,Omission
"Coon, Dr.",1,Omission
six other men,1,Omission
two traditional African houses with men,1,Omission
a small girl lying in the grass,1,Omission
Mr. Pyman,1,Omission
Mrs Toby Carter,1,Omission
a man holding its bridle,1,Omission
people at a market,1,Omission
an Indian man in the driver's seat,1,Omission
Professor Hincks,1,Omission
other names,1,Omission
"Beaverbrook, Lord",1,Omission
Sharp,1,Omission
F. Dini,1,Omission
an Indian man standing next to its head,1,Omission
maternal grandmother,1,Omission
"Gaulle, General de;",1,Omission
Arthur,1,Omission
Spasky,1,Omission
Catell,1,Omission
Kant',1,Omission
the son of Alexander Logie,1,Omission
Bush,1,Omission
"Magoun, [Dr]",1,Omission
a man sits in a horse drawn buggy,1,Omission
group of Camel Sowars,1,Omission
Arab,1,Omission
Campbell,1,Omission
two men standing next to a Ceara rubber tree,1,Omission
the elder Bogle,1,Omission
Shonfield,1,Omission
Wiegner,1,Omission
a group of Burmese women performing a dance,1,Omission
a small group of cowboys,1,Omission
Annie T. Altschul - an Austrian by birth - arrived in Britain with her mother in 1938,1,Omission
Lamarck,1,Omission
Lord Furnes,1,Omission
a man standing in Lake Nainital,1,Omission
Mrs Cowper,1,Omission
Ackland,1,Omission
Mr. Small,1,Omission
Steinmetz,1,Omission
Minister of Finance,1,Omission
Milnes,1,Omission
Lady Peggy,1,Omission
'pasi' (toddy-collector),1,Omission
thirteen soldiers,1,Omission
Mr. Collins,1,Omission
"a man, a hill coolie,",1,Omission
another soldier,1,Omission
the eldest daughter of Sir Thomas Phillipps,1,Omission
"unidentified female, possibly Joy Edge",1,Omission
"various members of the Scott family, including Walter Scott of Todrig, and his brothers Robert Scott and William Scott",1,Omission
"Gellhorn, [Dr]",1,Omission
Edith,1,Omission
a man judging eggs on a plate,1,Omission
"ubois, Madame",1,Omission
group of Egyptians,1,Omission
a great-granddaughter of the Scottish peer Archibald Kennedy,1,Omission
Mahler,1,Omission
Major MacDougall,1,Omission
